MOTNO	-48.174444	 -71.122778	15
IRAVA	-48.113611	 -64.238056	15
EDSIL	-48.109722	 -71.778889	15
DONBO	-48.037222	 -66.221389	15
ASADO	-48.026944	 -71.481667	15
EGLAS	-48.000000	 -53.000000	15
48W00	-48.000000	-100.000000	15
48W40	-48.000000	-140.000000	15
48W10	-48.000000	-110.000000	15
48W31	-48.000000	-131.000000	15
48W20	-48.000000	-120.000000	15
KUKAS	-47.593611	 -66.133056	15
DETIN	-47.517778	 -65.070000	15
ORUDO	-47.484444	 -67.898889	15
DAGOK	-47.471667	 -65.133611	15
SCAPE	-47.290194	 167.537417	15
SWCAP	-47.283028	 167.465917	15
ANLUK	-47.236944	 -65.458056	15
POISL	-47.222472	 167.325167	15
PPEGS	-47.210389	 167.668972	15
TOPAG	-47.208333	 -71.291667	15
EHARR	-47.149333	 167.572278	15
KOPKA	-47.137778	 167.939167	15
BREKA	-47.118417	 168.206917	15
TRANG	-47.085833	 167.801111	15
DOBAY	-47.043917	 167.712917	15
ECAPE	-47.015222	 168.228667	15
47W70	-47.000000	-170.000000	15
47S80	-47.000000	 180.000000	15
47W50	-47.000000	-150.000000	15
47W60	-47.000000	-160.000000	15
47W20	-47.000000	-120.000000	15
47S70	-47.000000	 170.000000	15
SATIN	-47.000000	 -73.606944	15
TIGNO	-47.000000	 -73.088889	15
47S60	-47.000000	 160.000000	15
BETRI	-47.000000	 -72.677778	15
47S50	-47.000000	 150.000000	15
47S40	-47.000000	 140.000000	15
BBAY 	-46.990194	 168.097722	15
MRAKA	-46.943056	 167.880278	15
MABAY	-46.922444	 167.766250	15
BISLD	-46.907778	 168.239194	15
FRIVR	-46.899556	 167.967083	15
RC401	-46.892500	 168.122217	15
ANGEB	-46.882814	 168.150350	15
HOBAY	-46.877611	 168.126611	15
LEDIP	-46.868619	 168.191647	15
LBECH	-46.865333	 167.757167	15
LEBAY	-46.862861	 168.123250	15
ERVIT	-46.847633	 168.347353	15
SEBSA	-46.845272	 168.259172	15
EISLD	-46.836083	 168.217667	15
MBECH	-46.787111	 168.001806	15
HROCK	-46.776583	 167.684556	15
CODFH	-46.760778	 167.588444	15
ROGEL	-46.743889	 -71.623889	15
MANGM	-46.740389	 167.916250	15
WRBCH	-46.736694	 167.720639	15
RISLS	-46.702694	 167.715083	15
SBECH	-46.701111	 167.844333	15
ANDEX	-46.686944	 -67.480000	15
BODUN	-46.670000	 -67.643611	15
NOBUL	-46.641111	 169.590278	15
AMVIX	-46.608611	 168.371389	15
BLUFF	-46.597806	 168.331333	15
R160J	-46.577250	 168.292353	15
R135J	-46.569064	 168.396256	15
FOVOH	-46.564428	 168.134894	15
ISELA	-46.555833	 -68.061111	15
